,sku,style,skushortname,size,bin,zone,inv_bucket,soh,available_qty,commited_qty,picked_qty,hold_qty,unit_wac,inv_cost,sku_barcode,location,brand_name,uom
0,ABBEY-BLACK-04,ABBEY-BLACK-04,Abbey-Black-04,04,5.6,Saleable Zone,good,14,14,0,0,0,25,350,8907928279087,Warehouse,Off The Hook,Pcs
1,ABBEY-BLACK-04,ABBEY-BLACK-04,Abbey-Black-04,04,OTH-R,SALZON2,good,7,7,0,0,0,25,175,8907928279087,Warehouse,Off The Hook,Pcs
2,ABBEY-BLACK-05,ABBEY-BLACK-05,Abbey-Black-05,05,5.6,Saleable Zone,good,16,16,0,0,0,25,400,8907928279100,Warehouse,Off The Hook,Pcs
3,ABBEY-BLACK-05,ABBEY-BLACK-05,Abbey-Black-05,05,OTH-R,SALZON2,good,22,22,0,0,0,25,550,8907928279100,Warehouse,Off The Hook,Pcs
4,ABBEY-BLACK-05.5,ABBEY-BLACK-05.5,Abbey-Black-05.5,05.5,5.6,Saleable Zone,good,9,9,0,0,0,25,225,8907928279117,Warehouse,Off The Hook,Pcs
5,ABBEY-BLACK-06,ABBEY-BLACK-06,Abbey-Black-06,06,5.6,Saleable Zone,good,15,15,0,0,0,25,375,8907928279124,Warehouse,Off The Hook,Pcs
6,ABBEY-BLACK-06,ABBEY-BLACK-06,Abbey-Black-06,06,OTH-R,SALZON2,good,22,22,0,0,0,25,550,8907928279124,Warehouse,Off The Hook,Pcs
7,ABBEY-BLACK-06.5,ABBEY-BLACK-06.5,Abbey-Black-06.5,06.5,5.6,Saleable Zone,good,10,10,0,0,0,25,250,8907928279131,Warehouse,Off The Hook,Pcs
8,ABBEY-BLACK-07,ABBEY-BLACK-07,Abbey-Black-07,07,5.6,Saleable Zone,good,12,12,0,0,0,25,300,8907928279148,Warehouse,Off The Hook,Pcs
9,ABBEY-BLACK-07,ABBEY-BLACK-07,Abbey-Black-07,07,OTH-R,SALZON2,good,10,10,0,0,0,25,250,8907928279148,Warehouse,Off The Hook,Pcs
10,ABBEY-BLACK-08,ABBEY-BLACK-08,Abbey-Black-08,08,5.6,Saleable Zone,good,11,11,0,0,0,25,275,8907928279155,Warehouse,Off The Hook,Pcs
11,ACTON-BLACK-03,ACTON-BLACK-03,Acton-Black-03,03/37,6.7,Saleable Zone,good,24,24,0,0,0,20.99,503.76,8904309524675,Warehouse,Off The Hook,Pcs
12,ACTON-BLACK-03,ACTON-BLACK-03,Acton-Black-03,03/37,OTH-R,SALZON2,good,63,63,0,0,0,20.99,1322.37,8904309524675,Warehouse,Off The Hook,Pcs
13,ACTON-BLACK-04,ACTON-BLACK-04,Acton-Black-04,04/38,6.7,Saleable Zone,good,18,18,0,0,0,20.99,377.82,8904309524668,Warehouse,Off The Hook,Pcs
14,ACTON-BLACK-04,ACTON-BLACK-04,Acton-Black-04,04/38,OTH-R,SALZON2,good,126,126,0,0,0,20.99,2644.74,8904309524668,Warehouse,Off The Hook,Pcs
15,ACTON-BLACK-05,ACTON-BLACK-05,Acton-Black-05,05/39,6.7,Saleable Zone,good,24,24,0,0,0,20.99,503.76,8904309524651,Warehouse,Off The Hook,Pcs
16,ACTON-BLACK-05,ACTON-BLACK-05,Acton-Black-05,05/39,OTH-R,SALZON2,good,149,149,0,0,0,20.99,3127.51,8904309524651,Warehouse,Off The Hook,Pcs
17,ACTON-BLACK-06,ACTON-BLACK-06,Acton-Black-06,06/40,6.7,Saleable Zone,good,22,22,0,0,0,20.99,461.78,8904309524644,Warehouse,Off The Hook,Pcs
18,ACTON-BLACK-06,ACTON-BLACK-06,Acton-Black-06,06/40,OTH-R,SALZON2,good,169,169,0,0,0,20.99,3547.31,8904309524644,Warehouse,Off The Hook,Pcs
19,ACTON-BLACK-07,ACTON-BLACK-07,Acton-Black-07,07/41,6.7,Saleable Zone,good,21,21,0,0,0,20.99,440.79,8904309524637,Warehouse,Off The Hook,Pcs
20,ACTON-BLACK-07,ACTON-BLACK-07,Acton-Black-07,07/41,OTH-R,SALZON2,good,96,96,0,0,0,20.99,2015.04,8904309524637,Warehouse,Off The Hook,Pcs
21,ACTON-BLACK-08,ACTON-BLACK-08,Acton-Black-08,08/42,6.7,Saleable Zone,good,21,21,0,0,0,20.99,440.79,8904309524620,Warehouse,Off The Hook,Pcs
22,ACTON-BLACK-08,ACTON-BLACK-08,Acton-Black-08,08/42,OTH-R,SALZON2,good,53,53,0,0,0,20.99,1112.47,8904309524620,Warehouse,Off The Hook,Pcs
23,ADDERSTONE-BLACK-03,ADDERSTONE-BLACK-03,Adderstone-Black-03,03,3.4&3.5,Saleable Zone,good,10,10,0,0,0,25,250,8907928274785,Warehouse,Off The Hook,Pcs
24,ADDERSTONE-BLACK-03,ADDERSTONE-BLACK-03,Adderstone-Black-03,03,OTH-R,SALZON2,good,7,7,0,0,0,25,175,8907928274785,Warehouse,Off The Hook,Pcs
25,ADDERSTONE-BLACK-03.5,ADDERSTONE-BLACK-03.5,Adderstone-Black-03.5,03.5,3.4&3.5,Saleable Zone,good,10,10,0,0,0,25,250,8907928274792,Warehouse,Off The Hook,Pcs
26,ADDERSTONE-BLACK-03.5,ADDERSTONE-BLACK-03.5,Adderstone-Black-03.5,03.5,OTH-R,SALZON2,good,10,10,0,0,0,25,250,8907928274792,Warehouse,Off The Hook,Pcs
27,ADDERSTONE-BLACK-04.5,ADDERSTONE-BLACK-04.5,Adderstone-Black-04.5,04.5,3.4&3.5,Saleable Zone,good,8,8,0,0,0,25,200,8907928274815,Warehouse,Off The Hook,Pcs
28,ADDERSTONE-BLACK-05.5,ADDERSTONE-BLACK-05.5,Adderstone-Black-05.5,05.5,3.4&3.5,Saleable Zone,good,7,7,0,0,0,25,175,8907928274839,Warehouse,Off The Hook,Pcs
29,ADDERSTONE-BLACK-06,ADDERSTONE-BLACK-06,Adderstone-Black-06,06,3.4&3.5,Saleable Zone,good,21,21,0,0,0,25,525,8907928274846,Warehouse,Off The Hook,Pcs
30,ADDERSTONE-BLACK-06.5,ADDERSTONE-BLACK-06.5,Adderstone-Black-06.5,06.5,3.4&3.5,Saleable Zone,good,11,11,0,0,0,25,275,8907928274853,Warehouse,Off The Hook,Pcs
31,ADDISON-BLACK-10,ADDISON-BLACK-10,Addison-Black-10,10/44,4.1,Saleable Zone,good,9,9,0,0,0,8,72,8904309518155,Warehouse,Thomas Crick,Pcs
32,ADDISON-BLACK-11,ADDISON-BLACK-11,Addison-Black-11,11/45,4.1,Saleable Zone,good,5,5,0,0,0,8,40,8904309518148,Warehouse,Thomas Crick,Pcs
33,ADDISON-BLACK-12,ADDISON-BLACK-12,Addison-Black-12,12/46,4.1,Saleable Zone,good,4,4,0,0,0,8,32,8904309518131,Warehouse,Thomas Crick,Pcs
34,ADDISON-BLACK-12,ADDISON-BLACK-12,Addison-Black-12,12/46,TC-R,SALZON2,good,40,40,0,0,0,8,320,8904309518131,Warehouse,Thomas Crick,Pcs
35,ADDISON-BLACK-8,ADDISON-BLACK-8,Addison-Black-8,08/42,2.3,Saleable Zone,good,2,1,1,0,0,8,16,8904309518179,Warehouse,Thomas Crick,Pcs
36,ADDISON-BLACK-8,ADDISON-BLACK-8,Addison-Black-8,08/42,TC-R,SALZON2,good,110,110,0,0,0,8,880,8904309518179,Warehouse,Thomas Crick,Pcs
37,ADDISON-BLACK-9,ADDISON-BLACK-9,Addison-Black-9,09/43,4.1,Saleable Zone,good,2,2,0,0,0,8,16,8904309518162,Warehouse,Thomas Crick,Pcs
38,ADDISON-BLACK-9,ADDISON-BLACK-9,Addison-Black-9,09/43,TC-R,SALZON2,good,110,110,0,0,0,8,880,8904309518162,Warehouse,Thomas Crick,Pcs
39,ADDISON-BLACK-SUEDE-10,ADDISON-BLACK-SUEDE-10,Addison-Black-Suede-10,10/44,TC-R,SALZON2,good,90,90,0,0,0,8,720,8904309518742,Warehouse,Thomas Crick,Pcs
40,ADDISON-BLACK-SUEDE-11,ADDISON-BLACK-SUEDE-11,Addison-Black-Suede-11,11/45,2.3,Saleable Zone,good,1,1,0,0,0,8,8,8904309518735,Warehouse,Thomas Crick,Pcs
41,ADDISON-BLACK-SUEDE-11,ADDISON-BLACK-SUEDE-11,Addison-Black-Suede-11,11/45,TC-R,SALZON2,good,40,40,0,0,0,8,320,8904309518735,Warehouse,Thomas Crick,Pcs
42,ADDISON-BLACK-SUEDE-12,ADDISON-BLACK-SUEDE-12,Addison-Black-Suede-12,12/46,2.3,Saleable Zone,good,5,5,0,0,0,8,40,8904309518728,Warehouse,Thomas Crick,Pcs
43,ADDISON-BLACK-SUEDE-12,ADDISON-BLACK-SUEDE-12,Addison-Black-Suede-12,12/46,TC-R,SALZON2,good,90,90,0,0,0,8,720,8904309518728,Warehouse,Thomas Crick,Pcs
44,ADDISON-BLACK-SUEDE-7,ADDISON-BLACK-SUEDE-7,Addison-Black-Suede-7,07/41,2.3,Saleable Zone,good,1,1,0,0,0,8,8,8904309518773,Warehouse,Thomas Crick,Pcs
45,ADDISON-BLACK-SUEDE-7,ADDISON-BLACK-SUEDE-7,Addison-Black-Suede-7,07/41,TC-R,SALZON2,good,140,140,0,0,0,8,1120,8904309518773,Warehouse,Thomas Crick,Pcs
46,ADDISON-BLACK-SUEDE-8,ADDISON-BLACK-SUEDE-8,Addison-Black-Suede-8,08/42,2.3,Saleable Zone,good,32,32,0,0,0,8,256,8904309518766,Warehouse,Thomas Crick,Pcs
47,ADDISON-BLACK-SUEDE-8,ADDISON-BLACK-SUEDE-8,Addison-Black-Suede-8,08/42,TC-R,SALZON2,good,70,70,0,0,0,8,560,8904309518766,Warehouse,Thomas Crick,Pcs
48,ADDISON-BLACK-SUEDE-9,ADDISON-BLACK-SUEDE-9,Addison-Black-Suede-9,09/43,2.3,Saleable Zone,good,1,1,0,0,0,8,8,8904309518759,Warehouse,Thomas Crick,Pcs
49,ADDISON-BLACK-SUEDE-9,ADDISON-BLACK-SUEDE-9,Addison-Black-Suede-9,09/43,TC-R,SALZON2,good,30,30,0,0,0,8,240,8904309518759,Warehouse,Thomas Crick,Pcs
50,ADDISON-BROWN-SUEDE-10,ADDISON-BROWN-SUEDE-10,Addison-Brown-Suede-10,10/44,2.1,Saleable Zone,good,5,4,1,0,0,8,40,8904309518810,Warehouse,Thomas Crick,Pcs
51,ADDISON-BROWN-SUEDE-10,ADDISON-BROWN-SUEDE-10,Addison-Brown-Suede-10,10/44,TC-R,SALZON2,good,50,50,0,0,0,8,400,8904309518810,Warehouse,Thomas Crick,Pcs
52,ADDISON-BROWN-SUEDE-11,ADDISON-BROWN-SUEDE-11,Addison-Brown-Suede-11,11/45,2.1,Saleable Zone,good,2,2,0,0,0,8,16,8904309518803,Warehouse,Thomas Crick,Pcs
53,ADDISON-BROWN-SUEDE-11,ADDISON-BROWN-SUEDE-11,Addison-Brown-Suede-11,11/45,TC-R,SALZON2,good,80,80,0,0,0,8,640,8904309518803,Warehouse,Thomas Crick,Pcs
54,ADDISON-BROWN-SUEDE-12,ADDISON-BROWN-SUEDE-12,Addison-Brown-Suede-12,12/46,2.1,Saleable Zone,good,13,13,0,0,0,8,104,8904309518797,Warehouse,Thomas Crick,Pcs
55,ADDISON-BROWN-SUEDE-12,ADDISON-BROWN-SUEDE-12,Addison-Brown-Suede-12,12/46,TC-R,SALZON2,good,20,20,0,0,0,8,160,8904309518797,Warehouse,Thomas Crick,Pcs
56,ADDISON-BROWN-SUEDE-7,ADDISON-BROWN-SUEDE-7,Addison-Brown-Suede-7,07/41,2.1,Saleable Zone,good,7,7,0,0,0,8,56,8904309518841,Warehouse,Thomas Crick,Pcs
57,ADDISON-BROWN-SUEDE-7,ADDISON-BROWN-SUEDE-7,Addison-Brown-Suede-7,07/41,TC-R,SALZON2,good,140,140,0,0,0,8,1120,8904309518841,Warehouse,Thomas Crick,Pcs
58,ADDISON-BROWN-SUEDE-8,ADDISON-BROWN-SUEDE-8,Addison-Brown-Suede-8,08/42,2.1,Saleable Zone,good,10,10,0,0,0,8,80,8904309518834,Warehouse,Thomas Crick,Pcs
59,ADDISON-BROWN-SUEDE-9,ADDISON-BROWN-SUEDE-9,Addison-Brown-Suede-9,09/43,2.1,Saleable Zone,good,19,19,0,0,0,8,152,8904309518827,Warehouse,Thomas Crick,Pcs
60,ADDISON-TAN-11,ADDISON-TAN-11,Addison-Tan-11,11/45,2.5,Saleable Zone,good,10,10,0,0,0,8,80,8904309518070,Warehouse,Thomas Crick,Pcs
61,ADDISON-TAN-12,ADDISON-TAN-12,Addison-Tan-12,12/46,2.5,Saleable Zone,good,11,11,0,0,0,8,88,8904309518063,Warehouse,Thomas Crick,Pcs
62,ALBANY-WOOD-11,ALBANY-WOOD-11,ALBANY-WOOD-11,11/45,BADBIN,Damaged Items,In Process,1,1,0,0,0,9.6,9.6,8903144505603,Warehouse,Red Tape,Pcs
63,ALBANY-WOOD-9,ALBANY-WOOD-9,ALBANY-WOOD-9,09/43,BADBIN,Damaged Items,In Process,1,1,0,0,0,9.6,9.6,8903144505580,Warehouse,Red Tape,Pcs
64,ALDERBROOK-PATENT-BLACK-03,ALDERBROOK-PATENT-BLACK-03,Alderbrook-Patent-Black-03,03,9.17,Saleable Zone,good,7,7,0,0,0,25,175,8907928275324,Warehouse,Off The Hook,Pcs
65,ALDERBROOK-PATENT-BLACK-03.5,ALDERBROOK-PATENT-BLACK-03.5,Alderbrook-Patent-Black-03.5,03.5,9.17,Saleable Zone,good,8,8,0,0,0,25,200,8907928275331,Warehouse,Off The Hook,Pcs
66,ALDERBROOK-PATENT-BLACK-04,ALDERBROOK-PATENT-BLACK-04,Alderbrook-Patent-Black-04,04,9.17,Saleable Zone,good,7,7,0,0,0,25,175,8907928275348,Warehouse,Off The Hook,Pcs
67,ALDERBROOK-PATENT-BLACK-04.5,ALDERBROOK-PATENT-BLACK-04.5,Alderbrook-Patent-Black-04.5,04.5,9.17,Saleable Zone,good,9,9,0,0,0,25,225,8907928275355,Warehouse,Off The Hook,Pcs
68,ALDERBROOK-PATENT-BLACK-04.5,ALDERBROOK-PATENT-BLACK-04.5,Alderbrook-Patent-Black-04.5,04.5,OTH-R,SALZON2,good,10,10,0,0,0,25,250,8907928275355,Warehouse,Off The Hook,Pcs
69,ALDERBROOK-PATENT-BLACK-05,ALDERBROOK-PATENT-BLACK-05,Alderbrook-Patent-Black-05,05,9.17,Saleable Zone,good,5,5,0,0,0,25,125,8907928275362,Warehouse,Off The Hook,Pcs
70,ALDERBROOK-PATENT-BLACK-05.5,ALDERBROOK-PATENT-BLACK-05.5,Alderbrook-Patent-Black-05.5,05.5,9.17,Saleable Zone,good,1,1,0,0,0,25,25,8907928275379,Warehouse,Off The Hook,Pcs
71,ALDERBROOK-PATENT-BLACK-06,ALDERBROOK-PATENT-BLACK-06,Alderbrook-Patent-Black-06,06,9.17,Saleable Zone,good,21,21,0,0,0,25,525,8907928275386,Warehouse,Off The Hook,Pcs
72,ALDERBROOK-PATENT-BLACK-06.5,ALDERBROOK-PATENT-BLACK-06.5,Alderbrook-Patent-Black-06.5,06.5,9.17,Saleable Zone,good,6,6,0,0,0,25,150,8907928275393,Warehouse,Off The Hook,Pcs
73,ALDERBROOK-PATENT-BLACK-07,ALDERBROOK-PATENT-BLACK-07,Alderbrook-Patent-Black-07,07,9.17,Saleable Zone,good,4,4,0,0,0,25,100,8907928275409,Warehouse,Off The Hook,Pcs
74,ALDERBROOK-PATENT-BLACK-07,ALDERBROOK-PATENT-BLACK-07,Alderbrook-Patent-Black-07,07,OTH-R,SALZON2,good,10,10,0,0,0,25,250,8907928275409,Warehouse,Off The Hook,Pcs
75,ALDERBROOK-PATENT-BLACK-08,ALDERBROOK-PATENT-BLACK-08,Alderbrook-Patent-Black-08,08,9.17,Saleable Zone,good,14,14,0,0,0,25,350,8907928275416,Warehouse,Off The Hook,Pcs
76,ALDERBROOK-PATENT-BROWN-04,ALDERBROOK-PATENT-BROWN-04,Alderbrook-Patent-Brown-04,04,3.10,Saleable Zone,good,15,15,0,0,0,25,375,8907928275843,Warehouse,Off The Hook,Pcs
77,ALDERBROOK-PATENT-BROWN-04,ALDERBROOK-PATENT-BROWN-04,Alderbrook-Patent-Brown-04,04,OTH-R,SALZON2,good,6,6,0,0,0,25,150,8907928275843,Warehouse,Off The Hook,Pcs
78,ALDERBROOK-PATENT-BROWN-04.5,ALDERBROOK-PATENT-BROWN-04.5,Alderbrook-Patent-Brown-04.5,04.5,3.10,Saleable Zone,good,11,11,0,0,0,25,275,8907928275850,Warehouse,Off The Hook,Pcs
79,ALDERBROOK-PATENT-BROWN-05,ALDERBROOK-PATENT-BROWN-05,Alderbrook-Patent-Brown-05,05,3.10,Saleable Zone,good,19,19,0,0,0,25,475,8907928275867,Warehouse,Off The Hook,Pcs
80,ALDERBROOK-PATENT-BROWN-05.5,ALDERBROOK-PATENT-BROWN-05.5,Alderbrook-Patent-Brown-05.5,05.5,3.10,Saleable Zone,good,14,14,0,0,0,25,350,8907928275874,Warehouse,Off The Hook,Pcs
81,ALDERBROOK-PATENT-BROWN-05.5,ALDERBROOK-PATENT-BROWN-05.5,Alderbrook-Patent-Brown-05.5,05.5,OTH-R,SALZON2,good,9,9,0,0,0,25,225,8907928275874,Warehouse,Off The Hook,Pcs
82,ALDERBROOK-PATENT-BROWN-06,ALDERBROOK-PATENT-BROWN-06,Alderbrook-Patent-Brown-06,06,3.10,Saleable Zone,good,20,20,0,0,0,25,500,8907928275881,Warehouse,Off The Hook,Pcs
83,ALDERBROOK-PATENT-BROWN-06.5,ALDERBROOK-PATENT-BROWN-06.5,Alderbrook-Patent-Brown-06.5,06.5,3.10,Saleable Zone,good,15,15,0,0,0,25,375,8907928275898,Warehouse,Off The Hook,Pcs
84,ALDERBROOK-PATENT-BROWN-07,ALDERBROOK-PATENT-BROWN-07,Alderbrook-Patent-Brown-07,07/41,3.10,Saleable Zone,good,11,11,0,0,0,25,275,8907928275904,Warehouse,Off The Hook,Pcs
85,ALDERBROOK-PATENT-WINE-03,ALDERBROOK-PATENT-WINE-03,Alderbrook-Patent-Wine-03,03,4.8,Saleable Zone,good,7,7,0,0,0,25,175,8907928275522,Warehouse,Off The Hook,Pcs
86,ALDERBROOK-PATENT-WINE-03.5,ALDERBROOK-PATENT-WINE-03.5,Alderbrook-Patent-Wine-03.5,03.5,4.8,Saleable Zone,good,8,8,0,0,0,25,200,8907928275539,Warehouse,Off The Hook,Pcs
87,ALDERBROOK-PATENT-WINE-04,ALDERBROOK-PATENT-WINE-04,Alderbrook-Patent-Wine-04,04,4.8,Saleable Zone,good,7,7,0,0,0,25,175,8907928275546,Warehouse,Off The Hook,Pcs
88,ALDERBROOK-PATENT-WINE-04.5,ALDERBROOK-PATENT-WINE-04.5,Alderbrook-Patent-Wine-04.5,04.5,4.8,Saleable Zone,good,2,2,0,0,0,25,50,8907928275553,Warehouse,Off The Hook,Pcs
89,ALDERBROOK-PATENT-WINE-04.5,ALDERBROOK-PATENT-WINE-04.5,Alderbrook-Patent-Wine-04.5,04.5,OTH-R,SALZON2,good,4,4,0,0,0,25,100,8907928275553,Warehouse,Off The Hook,Pcs
90,ALDERBROOK-PATENT-WINE-05,ALDERBROOK-PATENT-WINE-05,Alderbrook-Patent-Wine-05,05,4.8,Saleable Zone,good,7,7,0,0,0,25,175,8907928275560,Warehouse,Off The Hook,Pcs
91,ALDERBROOK-PATENT-WINE-06,ALDERBROOK-PATENT-WINE-06,Alderbrook-Patent-Wine-06,06,4.8,Saleable Zone,good,1,1,0,0,0,25,25,8907928275584,Warehouse,Off The Hook,Pcs
92,ALE_BROWN_8,ALE_BROWN_8,ALE_BROWN_8,08/42,BADBIN,Damaged Items,In Process,1,1,0,0,0,9.6,9.6,8903144217742,Warehouse,Red Tape,Pcs
93,AMWAY-WOOD-10,AMWAY-WOOD-10,Amway-Wood-10,10/44,1.2,Saleable Zone,good,8,6,2,0,0,25,200,8907928280755,Warehouse,Thomas Crick,Pcs
94,AMWAY-WOOD-10,AMWAY-WOOD-10,Amway-Wood-10,10/44,TC-R,SALZON2,good,60,60,0,0,0,25,1500,8907928280755,Warehouse,Thomas Crick,Pcs
95,AMWAY-WOOD-11,AMWAY-WOOD-11,Amway-Wood-11,11/45,1.2,Saleable Zone,good,4,4,0,0,0,25,100,8907928280748,Warehouse,Thomas Crick,Pcs
96,AMWAY-WOOD-11,AMWAY-WOOD-11,Amway-Wood-11,11/45,TC-R,SALZON2,good,40,40,0,0,0,25,1000,8907928280748,Warehouse,Thomas Crick,Pcs
97,AMWAY-WOOD-12,AMWAY-WOOD-12,Amway-Wood-12,12/46,1.2,Saleable Zone,good,14,14,0,0,0,25,350,8907928280731,Warehouse,Thomas Crick,Pcs
98,AMWAY-WOOD-12,AMWAY-WOOD-12,Amway-Wood-12,12/46,TC-R,SALZON2,good,10,10,0,0,0,25,250,8907928280731,Warehouse,Thomas Crick,Pcs
99,AMWAY-WOOD-7,AMWAY-WOOD-7,Amway-Wood-7,07/41,1.2,Saleable Zone,good,5,5,0,0,0,25,125,8907928280786,Warehouse,Thomas Crick,Pcs
100,AMWAY-WOOD-7,AMWAY-WOOD-7,Amway-Wood-7,07/41,TC-R,SALZON2,good,10,10,0,0,0,25,250,8907928280786,Warehouse,Thomas Crick,Pcs
101,AMWAY-WOOD-8,AMWAY-WOOD-8,Amway-Wood-8,08/42,1.2,Saleable Zone,good,4,4,0,0,0,25,100,8907928280779,Warehouse,Thomas Crick,Pcs
102,AMWAY-WOOD-8,AMWAY-WOOD-8,Amway-Wood-8,08/42,TC-R,SALZON2,good,20,20,0,0,0,25,500,8907928280779,Warehouse,Thomas Crick,Pcs
103,AMWAY-WOOD-9,AMWAY-WOOD-9,Amway-Wood-9,09/43,TC-R,SALZON2,good,50,50,0,0,0,25,1250,8907928280762,Warehouse,Thomas Crick,Pcs
104,ARTER-B-WHITE-1,ARTER-B-WHITE-1,Arter-B-White-1,01,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294455,Warehouse,Off The Hook,Pcs
105,ARTER-B-WHITE-1,ARTER-B-WHITE-1,Arter-B-White-1,01,OTH-R,SALZON2,good,50,50,0,0,0,11.22,561,8907928294455,Warehouse,Off The Hook,Pcs
106,ARTER-B-WHITE-12,ARTER-B-WHITE-12,Arter-B-White-12,12,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294431,Warehouse,Off The Hook,Pcs
107,ARTER-B-WHITE-12,ARTER-B-WHITE-12,Arter-B-White-12,12,OTH-R,SALZON2,good,30,30,0,0,0,11.22,336.6,8907928294431,Warehouse,Off The Hook,Pcs
108,ARTER-B-WHITE-13,ARTER-B-WHITE-13,Arter-B-White-13,13,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294448,Warehouse,Off The Hook,Pcs
109,ARTER-B-WHITE-13,ARTER-B-WHITE-13,Arter-B-White-13,13,OTH-R,SALZON2,good,30,30,0,0,0,11.22,336.6,8907928294448,Warehouse,Off The Hook,Pcs
110,ARTER-B-WHITE-2,ARTER-B-WHITE-2,Arter-B-White-2,02,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294462,Warehouse,Off The Hook,Pcs
111,ARTER-B-WHITE-2,ARTER-B-WHITE-2,Arter-B-White-2,02,OTH-R,SALZON2,good,70,70,0,0,0,11.22,785.4,8907928294462,Warehouse,Off The Hook,Pcs
112,ARTER-B-WHITE-3,ARTER-B-WHITE-3,Arter-B-White-3,03,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294479,Warehouse,Off The Hook,Pcs
113,ARTER-B-WHITE-3,ARTER-B-WHITE-3,Arter-B-White-3,03,OTH-R,SALZON2,good,70,70,0,0,0,11.22,785.4,8907928294479,Warehouse,Off The Hook,Pcs
114,ARTER-B-WHITE-4,ARTER-B-WHITE-4,Arter-B-White-4,04,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294486,Warehouse,Off The Hook,Pcs
115,ARTER-B-WHITE-4,ARTER-B-WHITE-4,Arter-B-White-4,04,OTH-R,SALZON2,good,70,70,0,0,0,11.22,785.4,8907928294486,Warehouse,Off The Hook,Pcs
116,ARTER-B-WHITE-5,ARTER-B-WHITE-5,Arter-B-White-5,05,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294493,Warehouse,Off The Hook,Pcs
117,ARTER-B-WHITE-5,ARTER-B-WHITE-5,Arter-B-White-5,05,OTH-R,SALZON2,good,60,60,0,0,0,11.22,673.2,8907928294493,Warehouse,Off The Hook,Pcs
118,ARTER-B-WHITE-6,ARTER-B-WHITE-6,Arter-B-White-6,06,8.1,Saleable Zone,good,10,10,0,0,0,11.22,112.2,8907928294509,Warehouse,Off The Hook,Pcs
119,ARTER-B-WHITE-6,ARTER-B-WHITE-6,Arter-B-White-6,06,OTH-R,SALZON2,good,40,40,0,0,0,11.22,448.8,8907928294509,Warehouse,Off The Hook,Pcs
120,AUGUSTA-BROWN-SUEDE-10,AUGUSTA-BROWN-SUEDE-10,Augusta-Brown-Suede-10,10/44,4.11,Saleable Zone,good,5,5,0,0,0,25,125,8907928280519,Warehouse,Thomas Crick,Pcs
121,AUGUSTA-BROWN-SUEDE-10,AUGUSTA-BROWN-SUEDE-10,Augusta-Brown-Suede-10,10/44,TC-R,SALZON2,good,100,100,0,0,0,25,2500,8907928280519,Warehouse,Thomas Crick,Pcs
122,AUGUSTA-BROWN-SUEDE-11,AUGUSTA-BROWN-SUEDE-11,Augusta-Brown-Suede-11,11/45,4.11,Saleable Zone,good,10,10,0,0,0,25,250,8907928280502,Warehouse,Thomas Crick,Pcs
123,AUGUSTA-BROWN-SUEDE-11,AUGUSTA-BROWN-SUEDE-11,Augusta-Brown-Suede-11,11/45,TC-R,SALZON2,good,70,70,0,0,0,25,1750,8907928280502,Warehouse,Thomas Crick,Pcs
124,AUGUSTA-BROWN-SUEDE-12,AUGUSTA-BROWN-SUEDE-12,Augusta-Brown-Suede-12,12/46,4.11,Saleable Zone,good,4,4,0,0,0,25,100,8907928280496,Warehouse,Thomas Crick,Pcs
125,AUGUSTA-BROWN-SUEDE-12,AUGUSTA-BROWN-SUEDE-12,Augusta-Brown-Suede-12,12/46,TC-R,SALZON2,good,30,30,0,0,0,25,750,8907928280496,Warehouse,Thomas Crick,Pcs
126,AUGUSTA-BROWN-SUEDE-7,AUGUSTA-BROWN-SUEDE-7,Augusta-Brown-Suede-7,07/41,4.11,Saleable Zone,good,9,9,0,0,0,25,225,8907928280540,Warehouse,Thomas Crick,Pcs
127,AUGUSTA-BROWN-SUEDE-7,AUGUSTA-BROWN-SUEDE-7,Augusta-Brown-Suede-7,07/41,TC-R,SALZON2,good,29,29,0,0,0,25,725,8907928280540,Warehouse,Thomas Crick,Pcs
128,AUGUSTA-BROWN-SUEDE-8,AUGUSTA-BROWN-SUEDE-8,Augusta-Brown-Suede-8,08/42,4.11,Saleable Zone,good,8,8,0,0,0,25,200,8907928280533,Warehouse,Thomas Crick,Pcs
129,AUGUSTA-BROWN-SUEDE-8,AUGUSTA-BROWN-SUEDE-8,Augusta-Brown-Suede-8,08/42,TC-R,SALZON2,good,60,60,0,0,0,25,1500,8907928280533,Warehouse,Thomas Crick,Pcs
130,AUGUSTA-BROWN-SUEDE-9,AUGUSTA-BROWN-SUEDE-9,Augusta-Brown-Suede-9,09/43,4.11,Saleable Zone,good,4,4,0,0,0,25,100,8907928280526,Warehouse,Thomas Crick,Pcs
131,AUGUSTA-BROWN-SUEDE-9,AUGUSTA-BROWN-SUEDE-9,Augusta-Brown-Suede-9,09/43,TC-R,SALZON2,good,100,100,0,0,0,25,2500,8907928280526,Warehouse,Thomas Crick,Pcs
