,sku,style,skushortname,size,bin,zone,inv_bucket,soh,available_qty,commited_qty,picked_qty,hold_qty,unit_wac,inv_cost,sku_barcode,location,brand_name,uom
682,DUVAL-B-NAVY-SUEDE-1,DUVAL-B-NAVY-SUEDE-1,Duval-B-Navy-Suede-1,01,OTH-R,SALZON2,good,50,50,0,0,0,10.35,517.5,8907928294530,Warehouse,Off The Hook,Pcs
683,DUVAL-B-NAVY-SUEDE-12,DUVAL-B-NAVY-SUEDE-12,Duval-B-Navy-Suede-12,12,3.15,Saleable Zone,good,10,10,0,0,0,10.35,103.5,8907928294516,Warehouse,Off The Hook,Pcs
684,DUVAL-B-NAVY-SUEDE-12,DUVAL-B-NAVY-SUEDE-12,Duval-B-Navy-Suede-12,12,OTH-R,SALZON2,good,30,30,0,0,0,10.35,310.5,8907928294516,Warehouse,Off The Hook,Pcs
685,DUVAL-B-NAVY-SUEDE-13,DUVAL-B-NAVY-SUEDE-13,Duval-B-Navy-Suede-13,13,3.15,Saleable Zone,good,8,8,0,0,0,10.35,82.8,8907928294523,Warehouse,Off The Hook,Pcs
686,DUVAL-B-NAVY-SUEDE-13,DUVAL-B-NAVY-SUEDE-13,Duval-B-Navy-Suede-13,13,OTH-R,SALZON2,good,30,30,0,0,0,10.35,310.5,8907928294523,Warehouse,Off The Hook,Pcs
687,DUVAL-B-NAVY-SUEDE-2,DUVAL-B-NAVY-SUEDE-2,Duval-B-Navy-Suede-2,02,3.15,Saleable Zone,good,8,8,0,0,0,10.35,82.8,8907928294547,Warehouse,Off The Hook,Pcs
688,DUVAL-B-NAVY-SUEDE-2,DUVAL-B-NAVY-SUEDE-2,Duval-B-Navy-Suede-2,02,OTH-R,SALZON2,good,70,70,0,0,0,10.35,724.5,8907928294547,Warehouse,Off The Hook,Pcs
689,DUVAL-B-NAVY-SUEDE-3,DUVAL-B-NAVY-SUEDE-3,Duval-B-Navy-Suede-3,03,3.15,Saleable Zone,good,10,10,0,0,0,10.35,103.5,8907928294554,Warehouse,Off The Hook,Pcs
690,DUVAL-B-NAVY-SUEDE-3,DUVAL-B-NAVY-SUEDE-3,Duval-B-Navy-Suede-3,03,OTH-R,SALZON2,good,70,70,0,0,0,10.35,724.5,8907928294554,Warehouse,Off The Hook,Pcs
691,DUVAL-B-NAVY-SUEDE-4,DUVAL-B-NAVY-SUEDE-4,Duval-B-Navy-Suede-4,04,3.15,Saleable Zone,good,9,9,0,0,0,10.35,93.15,8907928294561,Warehouse,Off The Hook,Pcs
692,DUVAL-B-NAVY-SUEDE-4,DUVAL-B-NAVY-SUEDE-4,Duval-B-Navy-Suede-4,04,OTH-R,SALZON2,good,70,70,0,0,0,10.35,724.5,8907928294561,Warehouse,Off The Hook,Pcs
693,DUVAL-B-NAVY-SUEDE-5,DUVAL-B-NAVY-SUEDE-5,Duval-B-Navy-Suede-5,05,3.15,Saleable Zone,good,8,8,0,0,0,10.35,82.8,8907928294578,Warehouse,Off The Hook,Pcs
694,DUVAL-B-NAVY-SUEDE-5,DUVAL-B-NAVY-SUEDE-5,Duval-B-Navy-Suede-5,05,OTH-R,SALZON2,good,60,60,0,0,0,10.35,621,8907928294578,Warehouse,Off The Hook,Pcs
695,DUVAL-B-NAVY-SUEDE-6,DUVAL-B-NAVY-SUEDE-6,Duval-B-Navy-Suede-6,06,3.15,Saleable Zone,good,10,10,0,0,0,10.35,103.5,8907928294585,Warehouse,Off The Hook,Pcs
696,DUVAL-B-NAVY-SUEDE-6,DUVAL-B-NAVY-SUEDE-6,Duval-B-Navy-Suede-6,06,OTH-R,SALZON2,good,40,40,0,0,0,10.35,414,8907928294585,Warehouse,Off The Hook,Pcs
697,DUVAL-DARK-TAUPE-SUEDE-10,DUVAL-DARK-TAUPE-SUEDE-10,Duval-Dark-Taupe-Suede-10,10,8.9,Saleable Zone,good,1,1,0,0,0,34.99,34.99,8907928289642,Warehouse,Thomas Crick,Pcs
698,DUVAL-DARK-TAUPE-SUEDE-10,DUVAL-DARK-TAUPE-SUEDE-10,Duval-Dark-Taupe-Suede-10,10,TC-R,SALZON2,good,90,90,0,0,0,34.99,3149.1,8907928289642,Warehouse,Thomas Crick,Pcs
699,DUVAL-DARK-TAUPE-SUEDE-11,DUVAL-DARK-TAUPE-SUEDE-11,Duval-Dark-Taupe-Suede-11,11,8.9,Saleable Zone,good,1,0,1,0,0,34.99,34.99,8907928289635,Warehouse,Thomas Crick,Pcs
700,DUVAL-DARK-TAUPE-SUEDE-11,DUVAL-DARK-TAUPE-SUEDE-11,Duval-Dark-Taupe-Suede-11,11,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289635,Warehouse,Thomas Crick,Pcs
701,DUVAL-DARK-TAUPE-SUEDE-12,DUVAL-DARK-TAUPE-SUEDE-12,Duval-Dark-Taupe-Suede-12,12,8.9,Saleable Zone,good,5,5,0,0,0,34.99,174.95,8907928289628,Warehouse,Thomas Crick,Pcs
702,DUVAL-DARK-TAUPE-SUEDE-12,DUVAL-DARK-TAUPE-SUEDE-12,Duval-Dark-Taupe-Suede-12,12,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289628,Warehouse,Thomas Crick,Pcs
703,DUVAL-DARK-TAUPE-SUEDE-7,DUVAL-DARK-TAUPE-SUEDE-7,Duval-Dark-Taupe-Suede-7,07,8.9,Saleable Zone,good,5,5,0,0,0,34.99,174.95,8907928289673,Warehouse,Thomas Crick,Pcs
704,DUVAL-DARK-TAUPE-SUEDE-7,DUVAL-DARK-TAUPE-SUEDE-7,Duval-Dark-Taupe-Suede-7,07,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289673,Warehouse,Thomas Crick,Pcs
705,DUVAL-DARK-TAUPE-SUEDE-8,DUVAL-DARK-TAUPE-SUEDE-8,Duval-Dark-Taupe-Suede-8,08,8.9,Saleable Zone,good,3,2,1,0,0,34.99,104.97,8907928289666,Warehouse,Thomas Crick,Pcs
706,DUVAL-DARK-TAUPE-SUEDE-8,DUVAL-DARK-TAUPE-SUEDE-8,Duval-Dark-Taupe-Suede-8,08,TC-R,SALZON2,good,90,90,0,0,0,34.99,3149.1,8907928289666,Warehouse,Thomas Crick,Pcs
707,DUVAL-DARK-TAUPE-SUEDE-9,DUVAL-DARK-TAUPE-SUEDE-9,Duval-Dark-Taupe-Suede-9,09,8.9,Saleable Zone,good,1,1,0,0,0,34.99,34.99,8907928289659,Warehouse,Thomas Crick,Pcs
708,DUVAL-DARK-TAUPE-SUEDE-9,DUVAL-DARK-TAUPE-SUEDE-9,Duval-Dark-Taupe-Suede-9,09,TC-R,SALZON2,good,130,130,0,0,0,34.99,4548.7,8907928289659,Warehouse,Thomas Crick,Pcs
709,DUVAL-TAN-SUEDE-10,DUVAL-TAN-SUEDE-10,Duval-Tan-Suede-10,10,7.17,Saleable Zone,good,1,1,0,0,0,34.99,34.99,8907928289703,Warehouse,Thomas Crick,Pcs
710,DUVAL-TAN-SUEDE-10,DUVAL-TAN-SUEDE-10,Duval-Tan-Suede-10,10,TC-R,SALZON2,good,90,90,0,0,0,34.99,3149.1,8907928289703,Warehouse,Thomas Crick,Pcs
711,DUVAL-TAN-SUEDE-11,DUVAL-TAN-SUEDE-11,Duval-Tan-Suede-11,11,7.17,Saleable Zone,good,7,7,0,0,0,34.99,244.93,8907928289697,Warehouse,Thomas Crick,Pcs
712,DUVAL-TAN-SUEDE-11,DUVAL-TAN-SUEDE-11,Duval-Tan-Suede-11,11,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289697,Warehouse,Thomas Crick,Pcs
713,DUVAL-TAN-SUEDE-12,DUVAL-TAN-SUEDE-12,Duval-Tan-Suede-12,12,7.17,Saleable Zone,good,9,9,0,0,0,34.99,314.91,8907928289680,Warehouse,Thomas Crick,Pcs
714,DUVAL-TAN-SUEDE-12,DUVAL-TAN-SUEDE-12,Duval-Tan-Suede-12,12,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289680,Warehouse,Thomas Crick,Pcs
715,DUVAL-TAN-SUEDE-7,DUVAL-TAN-SUEDE-7,Duval-Tan-Suede-7,07,7.17,Saleable Zone,good,9,9,0,0,0,34.99,314.91,8907928289734,Warehouse,Thomas Crick,Pcs
716,DUVAL-TAN-SUEDE-7,DUVAL-TAN-SUEDE-7,Duval-Tan-Suede-7,07,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289734,Warehouse,Thomas Crick,Pcs
717,DUVAL-TAN-SUEDE-8,DUVAL-TAN-SUEDE-8,Duval-Tan-Suede-8,08,7.17,Saleable Zone,good,7,7,0,0,0,34.99,244.93,8907928289727,Warehouse,Thomas Crick,Pcs
718,DUVAL-TAN-SUEDE-8,DUVAL-TAN-SUEDE-8,Duval-Tan-Suede-8,08,TC-R,SALZON2,good,90,90,0,0,0,34.99,3149.1,8907928289727,Warehouse,Thomas Crick,Pcs
719,DUVAL-TAN-SUEDE-9,DUVAL-TAN-SUEDE-9,Duval-Tan-Suede-9,09,7.17,Saleable Zone,good,4,4,0,0,0,34.99,139.96,8907928289710,Warehouse,Thomas Crick,Pcs
720,DUVAL-TAN-SUEDE-9,DUVAL-TAN-SUEDE-9,Duval-Tan-Suede-9,09,TC-R,SALZON2,good,140,140,0,0,0,34.99,4898.6,8907928289710,Warehouse,Thomas Crick,Pcs
721,DUVAL-UNIVERSE-SUEDE-10,DUVAL-UNIVERSE-SUEDE-10,Duval-Universe-Suede-10,10,7.6,Saleable Zone,good,3,3,0,0,0,34.99,104.97,8907928289765,Warehouse,Thomas Crick,Pcs
722,DUVAL-UNIVERSE-SUEDE-10,DUVAL-UNIVERSE-SUEDE-10,Duval-Universe-Suede-10,10,TC-R,SALZON2,good,90,90,0,0,0,34.99,3149.1,8907928289765,Warehouse,Thomas Crick,Pcs
723,DUVAL-UNIVERSE-SUEDE-11,DUVAL-UNIVERSE-SUEDE-11,Duval-Universe-Suede-11,11,7.6,Saleable Zone,good,3,2,1,0,0,34.99,104.97,8907928289758,Warehouse,Thomas Crick,Pcs
724,DUVAL-UNIVERSE-SUEDE-11,DUVAL-UNIVERSE-SUEDE-11,Duval-Universe-Suede-11,11,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289758,Warehouse,Thomas Crick,Pcs
725,DUVAL-UNIVERSE-SUEDE-12,DUVAL-UNIVERSE-SUEDE-12,Duval-Universe-Suede-12,12,7.6,Saleable Zone,good,6,5,1,0,0,34.99,209.94,8907928289741,Warehouse,Thomas Crick,Pcs
726,DUVAL-UNIVERSE-SUEDE-12,DUVAL-UNIVERSE-SUEDE-12,Duval-Universe-Suede-12,12,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289741,Warehouse,Thomas Crick,Pcs
727,DUVAL-UNIVERSE-SUEDE-7,DUVAL-UNIVERSE-SUEDE-7,Duval-Universe-Suede-7,07,7.6,Saleable Zone,good,8,5,3,0,0,34.99,279.92,8907928289796,Warehouse,Thomas Crick,Pcs
728,DUVAL-UNIVERSE-SUEDE-7,DUVAL-UNIVERSE-SUEDE-7,Duval-Universe-Suede-7,07,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289796,Warehouse,Thomas Crick,Pcs
729,DUVAL-UNIVERSE-SUEDE-8,DUVAL-UNIVERSE-SUEDE-8,Duval-Universe-Suede-8,08,7.6,Saleable Zone,good,3,1,2,0,0,34.99,104.97,8907928289789,Warehouse,Thomas Crick,Pcs
730,DUVAL-UNIVERSE-SUEDE-8,DUVAL-UNIVERSE-SUEDE-8,Duval-Universe-Suede-8,08,TC-R,SALZON2,good,90,90,0,0,0,34.99,3149.1,8907928289789,Warehouse,Thomas Crick,Pcs
731,DUVAL-UNIVERSE-SUEDE-9,DUVAL-UNIVERSE-SUEDE-9,Duval-Universe-Suede-9,09,7.6,Saleable Zone,good,3,1,2,0,0,34.99,104.97,8907928289772,Warehouse,Thomas Crick,Pcs
732,DUVAL-UNIVERSE-SUEDE-9,DUVAL-UNIVERSE-SUEDE-9,Duval-Universe-Suede-9,09,TC-R,SALZON2,good,140,140,0,0,0,34.99,4898.6,8907928289772,Warehouse,Thomas Crick,Pcs
733,DUVAL-WOOD-10,DUVAL-WOOD-10,Duval-Wood-10,10,5.11,Saleable Zone,good,9,9,0,0,0,34.99,314.91,8907928290006,Warehouse,Thomas Crick,Pcs
734,DUVAL-WOOD-10,DUVAL-WOOD-10,Duval-Wood-10,10,TC-R,SALZON2,good,80,80,0,0,0,34.99,2799.2,8907928290006,Warehouse,Thomas Crick,Pcs
735,DUVAL-WOOD-11,DUVAL-WOOD-11,Duval-Wood-11,11,5.11,Saleable Zone,good,5,4,1,0,0,34.99,174.95,8907928289994,Warehouse,Thomas Crick,Pcs
736,DUVAL-WOOD-11,DUVAL-WOOD-11,Duval-Wood-11,11,TC-R,SALZON2,good,40,40,0,0,0,34.99,1399.6,8907928289994,Warehouse,Thomas Crick,Pcs
737,DUVAL-WOOD-12,DUVAL-WOOD-12,Duval-Wood-12,12,5.11,Saleable Zone,good,9,8,1,0,0,34.99,314.91,8907928289987,Warehouse,Thomas Crick,Pcs
738,DUVAL-WOOD-12,DUVAL-WOOD-12,Duval-Wood-12,12,TC-R,SALZON2,good,30,30,0,0,0,34.99,1049.7,8907928289987,Warehouse,Thomas Crick,Pcs
739,DUVAL-WOOD-7,DUVAL-WOOD-7,Duval-Wood-7,07,5.11,Saleable Zone,good,10,9,1,0,0,34.99,349.9,8907928290037,Warehouse,Thomas Crick,Pcs
740,DUVAL-WOOD-7,DUVAL-WOOD-7,Duval-Wood-7,07,TC-R,SALZON2,good,30,30,0,0,0,34.99,1049.7,8907928290037,Warehouse,Thomas Crick,Pcs
741,DUVAL-WOOD-8,DUVAL-WOOD-8,Duval-Wood-8,08,5.11,Saleable Zone,good,7,6,1,0,0,34.99,244.93,8907928290020,Warehouse,Thomas Crick,Pcs
742,DUVAL-WOOD-8,DUVAL-WOOD-8,Duval-Wood-8,08,TC-R,SALZON2,good,80,80,0,0,0,34.99,2799.2,8907928290020,Warehouse,Thomas Crick,Pcs
743,DUVAL-WOOD-9,DUVAL-WOOD-9,Duval-Wood-9,09,5.11,Saleable Zone,good,2,2,0,0,0,34.99,69.98,8907928290013,Warehouse,Thomas Crick,Pcs
744,DUVAL-WOOD-9,DUVAL-WOOD-9,Duval-Wood-9,09,TC-R,SALZON2,good,130,130,0,0,0,34.99,4548.7,8907928290013,Warehouse,Thomas Crick,Pcs
745,DYLAN-WHITE-10,DYLAN-WHITE-10,Dylan-White-10,10/44,10.18,Saleable Zone,good,7,6,1,0,0,25,175,8907928281295,Warehouse,Off The Hook,Pcs
746,DYLAN-WHITE-10,DYLAN-WHITE-10,Dylan-White-10,10/44,OTH-R,SALZON2,good,140,140,0,0,0,25,3500,8907928281295,Warehouse,Off The Hook,Pcs
747,DYLAN-WHITE-11,DYLAN-WHITE-11,Dylan-White-11,11/45,10.18,Saleable Zone,good,1,1,0,0,0,25,25,8907928281288,Warehouse,Off The Hook,Pcs
748,DYLAN-WHITE-11,DYLAN-WHITE-11,Dylan-White-11,11/45,OTH-R,SALZON2,good,100,100,0,0,0,25,2500,8907928281288,Warehouse,Off The Hook,Pcs
749,DYLAN-WHITE-12,DYLAN-WHITE-12,Dylan-White-12,12/46,10.18,Saleable Zone,good,6,6,0,0,0,25,150,8907928281271,Warehouse,Off The Hook,Pcs
750,DYLAN-WHITE-12,DYLAN-WHITE-12,Dylan-White-12,12/46,OTH-R,SALZON2,good,40,40,0,0,0,25,1000,8907928281271,Warehouse,Off The Hook,Pcs
751,DYLAN-WHITE-7,DYLAN-WHITE-7,Dylan-White-7,07/41,10.18,Saleable Zone,good,1,1,0,0,0,25,25,8907928281325,Warehouse,Off The Hook,Pcs
752,DYLAN-WHITE-7,DYLAN-WHITE-7,Dylan-White-7,07/41,OTH-R,SALZON2,good,50,50,0,0,0,25,1250,8907928281325,Warehouse,Off The Hook,Pcs
753,DYLAN-WHITE-8,DYLAN-WHITE-8,Dylan-White-8,08/42,10.18,Saleable Zone,good,6,6,0,0,0,25,150,8907928281318,Warehouse,Off The Hook,Pcs
754,DYLAN-WHITE-8,DYLAN-WHITE-8,Dylan-White-8,08/42,OTH-R,SALZON2,good,90,90,0,0,0,25,2250,8907928281318,Warehouse,Off The Hook,Pcs
755,DYLAN-WHITE-9,DYLAN-WHITE-9,Dylan-White-9,09/43,10.18,Saleable Zone,good,6,6,0,0,0,25,150,8907928281301,Warehouse,Off The Hook,Pcs
756,DYLAN-WHITE-9,DYLAN-WHITE-9,Dylan-White-9,09/43,OTH-R,SALZON2,good,150,150,0,0,0,25,3750,8907928281301,Warehouse,Off The Hook,Pcs
757,EDDIE-B-TOBACCO-SUEDE-1,EDDIE-B-TOBACCO-SUEDE-1,Eddie-B-Tobacco-Suede-1,01,OTH-R,SALZON2,good,50,50,0,0,0,10.93,546.5,8907928295995,Warehouse,Off The Hook,Pcs
758,EDDIE-B-TOBACCO-SUEDE-12,EDDIE-B-TOBACCO-SUEDE-12,Eddie-B-Tobacco-Suede-12,12,8.5,Saleable Zone,good,9,9,0,0,0,10.93,98.37,8907928295971,Warehouse,Off The Hook,Pcs
759,EDDIE-B-TOBACCO-SUEDE-12,EDDIE-B-TOBACCO-SUEDE-12,Eddie-B-Tobacco-Suede-12,12,OTH-R,SALZON2,good,30,30,0,0,0,10.93,327.9,8907928295971,Warehouse,Off The Hook,Pcs
760,EDDIE-B-TOBACCO-SUEDE-13,EDDIE-B-TOBACCO-SUEDE-13,Eddie-B-Tobacco-Suede-13,13,8.5,Saleable Zone,good,9,9,0,0,0,10.93,98.37,8907928295988,Warehouse,Off The Hook,Pcs
761,EDDIE-B-TOBACCO-SUEDE-13,EDDIE-B-TOBACCO-SUEDE-13,Eddie-B-Tobacco-Suede-13,13,OTH-R,SALZON2,good,30,30,0,0,0,10.93,327.9,8907928295988,Warehouse,Off The Hook,Pcs
762,EDDIE-B-TOBACCO-SUEDE-2,EDDIE-B-TOBACCO-SUEDE-2,Eddie-B-Tobacco-Suede-2,02,OTH-R,SALZON2,good,70,70,0,0,0,10.93,765.1,8907928296008,Warehouse,Off The Hook,Pcs
763,EDDIE-B-TOBACCO-SUEDE-3,EDDIE-B-TOBACCO-SUEDE-3,Eddie-B-Tobacco-Suede-3,03,OTH-R,SALZON2,good,70,70,0,0,0,10.93,765.1,8907928296015,Warehouse,Off The Hook,Pcs
764,EDDIE-B-TOBACCO-SUEDE-4,EDDIE-B-TOBACCO-SUEDE-4,Eddie-B-Tobacco-Suede-4,04,OTH-R,SALZON2,good,70,70,0,0,0,10.93,765.1,8907928296022,Warehouse,Off The Hook,Pcs
765,EDDIE-B-TOBACCO-SUEDE-5,EDDIE-B-TOBACCO-SUEDE-5,Eddie-B-Tobacco-Suede-5,05,OTH-R,SALZON2,good,60,60,0,0,0,10.93,655.8,8907928296039,Warehouse,Off The Hook,Pcs
766,EDDIE-B-TOBACCO-SUEDE-6,EDDIE-B-TOBACCO-SUEDE-6,Eddie-B-Tobacco-Suede-6,06,8.5,Saleable Zone,good,2,2,0,0,0,10.93,21.86,8907928296046,Warehouse,Off The Hook,Pcs
767,EDDIE-B-TOBACCO-SUEDE-6,EDDIE-B-TOBACCO-SUEDE-6,Eddie-B-Tobacco-Suede-6,06,OTH-R,SALZON2,good,40,40,0,0,0,10.93,437.2,8907928296046,Warehouse,Off The Hook,Pcs
768,ELLEN-BLACK-01,ELLEN-BLACK-01,Ellen-Black-01,01,5.14,Saleable Zone,good,5,5,0,0,0,13,65,8907928303577,Warehouse,Off The Hook,Pcs
769,ELLEN-BLACK-01,ELLEN-BLACK-01,Ellen-Black-01,01,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303577,Warehouse,Off The Hook,Pcs
770,ELLEN-BLACK-02,ELLEN-BLACK-02,Ellen-Black-02,02,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303584,Warehouse,Off The Hook,Pcs
771,ELLEN-BLACK-03,ELLEN-BLACK-03,Ellen-Black-03,03,5.14,Saleable Zone,good,1,1,0,0,0,13,13,8907928303591,Warehouse,Off The Hook,Pcs
772,ELLEN-BLACK-03,ELLEN-BLACK-03,Ellen-Black-03,03,OTH-R,SALZON2,good,9,9,0,0,0,13,117,8907928303591,Warehouse,Off The Hook,Pcs
773,ELLEN-BLACK-04,ELLEN-BLACK-04,Ellen-Black-04,04,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303607,Warehouse,Off The Hook,Pcs
774,ELLEN-BLACK-05,ELLEN-BLACK-05,Ellen-Black-05,05,5.14,Saleable Zone,good,1,1,0,0,0,13,13,8907928303614,Warehouse,Off The Hook,Pcs
775,ELLEN-BLACK-05,ELLEN-BLACK-05,Ellen-Black-05,05,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303614,Warehouse,Off The Hook,Pcs
776,ELLEN-BLACK-06,ELLEN-BLACK-06,Ellen-Black-06,06,5.14,Saleable Zone,good,2,2,0,0,0,13,26,8907928303621,Warehouse,Off The Hook,Pcs
777,ELLEN-BLACK-06,ELLEN-BLACK-06,Ellen-Black-06,06,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303621,Warehouse,Off The Hook,Pcs
778,ELLEN-BLACK-12,ELLEN-BLACK-12,Ellen-Black-12,12,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303553,Warehouse,Off The Hook,Pcs
779,ELLEN-BLACK-13,ELLEN-BLACK-13,Ellen-Black-13,13,OTH-R,SALZON2,good,10,10,0,0,0,13,130,8907928303560,Warehouse,Off The Hook,Pcs
780,ELS-ASH-SUEDE-10,ELS-ASH-SUEDE-10,Els-Ash-Suede-10,10,12.5,Saleable Zone,good,8,8,0,0,0,38.99,311.92,8907928288867,Warehouse,Off The Hook,Pcs
781,ELS-ASH-SUEDE-11,ELS-ASH-SUEDE-11,Els-Ash-Suede-11,11,12.5,Saleable Zone,good,8,8,0,0,0,38.99,311.92,8907928288850,Warehouse,Off The Hook,Pcs
782,ELS-ASH-SUEDE-12,ELS-ASH-SUEDE-12,Els-Ash-Suede-12,12,12.5,Saleable Zone,good,14,14,0,0,0,38.99,545.86,8907928288843,Warehouse,Off The Hook,Pcs
783,ELS-ASH-SUEDE-7,ELS-ASH-SUEDE-7,Els-Ash-Suede-7,07,12.5,Saleable Zone,good,13,13,0,0,0,38.99,506.87,8907928288898,Warehouse,Off The Hook,Pcs
784,ELS-ASH-SUEDE-8,ELS-ASH-SUEDE-8,Els-Ash-Suede-8,08,12.5,Saleable Zone,good,13,13,0,0,0,38.99,506.87,8907928288881,Warehouse,Off The Hook,Pcs
785,ELS-MILITARY-GREEN-SUEDE-11,ELS-MILITARY-GREEN-SUEDE-11,Els-Military-Green-Suede-11,11,8.10,Saleable Zone,good,12,12,0,0,0,38.99,467.88,8907928288911,Warehouse,Off The Hook,Pcs
786,ELS-MILITARY-GREEN-SUEDE-12,ELS-MILITARY-GREEN-SUEDE-12,Els-Military-Green-Suede-12,12,8.10,Saleable Zone,good,15,15,0,0,0,38.99,584.85,8907928288904,Warehouse,Off The Hook,Pcs
787,ELS-MILITARY-GREEN-SUEDE-7,ELS-MILITARY-GREEN-SUEDE-7,Els-Military-Green-Suede-7,07,8.10,Saleable Zone,good,20,20,0,0,0,38.99,779.8,8907928288959,Warehouse,Off The Hook,Pcs
788,ELS-MILITARY-GREEN-SUEDE-8,ELS-MILITARY-GREEN-SUEDE-8,Els-Military-Green-Suede-8,08,8.10,Saleable Zone,good,16,16,0,0,0,38.99,623.84,8907928288942,Warehouse,Off The Hook,Pcs
789,EVERS-B-BLACK-1,EVERS-B-BLACK-1,Evers-B-Black-1,01,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295360,Warehouse,Off The Hook,Pcs
790,EVERS-B-BLACK-1,EVERS-B-BLACK-1,Evers-B-Black-1,01,OTH-R,SALZON2,good,50,50,0,0,0,11.04,552,8907928295360,Warehouse,Off The Hook,Pcs
791,EVERS-B-BLACK-12,EVERS-B-BLACK-12,Evers-B-Black-12,12,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295346,Warehouse,Off The Hook,Pcs
792,EVERS-B-BLACK-12,EVERS-B-BLACK-12,Evers-B-Black-12,12,OTH-R,SALZON2,good,30,30,0,0,0,11.04,331.2,8907928295346,Warehouse,Off The Hook,Pcs
793,EVERS-B-BLACK-13,EVERS-B-BLACK-13,Evers-B-Black-13,13,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295353,Warehouse,Off The Hook,Pcs
794,EVERS-B-BLACK-13,EVERS-B-BLACK-13,Evers-B-Black-13,13,OTH-R,SALZON2,good,30,30,0,0,0,11.04,331.2,8907928295353,Warehouse,Off The Hook,Pcs
795,EVERS-B-BLACK-2,EVERS-B-BLACK-2,Evers-B-Black-2,02,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295377,Warehouse,Off The Hook,Pcs
796,EVERS-B-BLACK-2,EVERS-B-BLACK-2,Evers-B-Black-2,02,OTH-R,SALZON2,good,70,70,0,0,0,11.04,772.8,8907928295377,Warehouse,Off The Hook,Pcs
797,EVERS-B-BLACK-3,EVERS-B-BLACK-3,Evers-B-Black-3,03,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295384,Warehouse,Off The Hook,Pcs
798,EVERS-B-BLACK-3,EVERS-B-BLACK-3,Evers-B-Black-3,03,OTH-R,SALZON2,good,70,70,0,0,0,11.04,772.8,8907928295384,Warehouse,Off The Hook,Pcs
799,EVERS-B-BLACK-4,EVERS-B-BLACK-4,Evers-B-Black-4,04,8.2,Saleable Zone,good,9,9,0,0,0,11.04,99.36,8907928295391,Warehouse,Off The Hook,Pcs
800,EVERS-B-BLACK-4,EVERS-B-BLACK-4,Evers-B-Black-4,04,OTH-R,SALZON2,good,70,70,0,0,0,11.04,772.8,8907928295391,Warehouse,Off The Hook,Pcs
801,EVERS-B-BLACK-5,EVERS-B-BLACK-5,Evers-B-Black-5,05,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295407,Warehouse,Off The Hook,Pcs
802,EVERS-B-BLACK-5,EVERS-B-BLACK-5,Evers-B-Black-5,05,OTH-R,SALZON2,good,60,60,0,0,0,11.04,662.4,8907928295407,Warehouse,Off The Hook,Pcs
803,EVERS-B-BLACK-6,EVERS-B-BLACK-6,Evers-B-Black-6,06,8.2,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295414,Warehouse,Off The Hook,Pcs
804,EVERS-B-BLACK-6,EVERS-B-BLACK-6,Evers-B-Black-6,06,OTH-R,SALZON2,good,40,40,0,0,0,11.04,441.6,8907928295414,Warehouse,Off The Hook,Pcs
805,EVERS-B-TAN-1,EVERS-B-TAN-1,Evers-B-Tan-1,01,7.15,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295445,Warehouse,Off The Hook,Pcs
806,EVERS-B-TAN-1,EVERS-B-TAN-1,Evers-B-Tan-1,01,OTH-R,SALZON2,good,50,50,0,0,0,11.04,552,8907928295445,Warehouse,Off The Hook,Pcs
807,EVERS-B-TAN-12,EVERS-B-TAN-12,Evers-B-Tan-12,12,7.15,Saleable Zone,good,10,10,0,0,0,11.04,110.4,8907928295421,Warehouse,Off The Hook,Pcs
808,EVERS-B-TAN-12,EVERS-B-TAN-12,Evers-B-Tan-12,12,OTH-R,SALZON2,good,30,30,0,0,0,11.04,331.2,8907928295421,Warehouse,Off The Hook,Pcs
809,EVERS-B-TAN-13,EVERS-B-TAN-13,Evers-B-Tan-13,13,7.15,Saleable Zone,good,9,9,0,0,0,11.04,99.36,8907928295438,Warehouse,Off The Hook,Pcs
